invoice_no,invoice_date,customer_id,sku,quantity,list_price,net_sales,branch,rep_id,freight_charged
INV-109640,2024-05-18,C-343,SKU-00050,19,201.00,73.42,Newcastle,R-26,5.76
INV-109641,2025-08-04,C-006,SKU-00028,1,722.00,80.88,Sydney,R-24,25.50
INV-109642,2024-11-15,C-171,SKU-00002,19,592.00,88.73,Sydney,R-25,15.96
INV-109643,2025-05-14,C-014,SKU-00001,22,569.00,86.02,Sydney,R-13,16.84
INV-109644,2024-03-18,C-262,SKU-00028,15,722.00,77.40,Adelaide,R-23,39.86
INV-109645,2025-10-17,C-260,SKU-00007,19,284.00,71.44,Sydney,R-21,41.59
INV-109646,2025-06-03,C-047,SKU-00018,4,268.00,72.28,Perth,R-23,29.24
INV-109647,2024-12-19,C-405,SKU-00022,5,477.00,86.00,Brisbane,R-23,27.54
INV-109648,2025-02-09,C-357,SKU-00051,23,246.00,75.21,Newcastle,R-16,18.54
INV-109649,2025-11-10,C-037,SKU-00017,19,69.00,86.83,Adelaide,R-25,26.63
INV-109650,2025-05-04,C-054,SKU-00045,9,841.00,72.53,Brisbane,R-24,20.22
INV-109651,2024-03-19,C-288,SKU-00054,12,714.00,74.04,Newcastle,R-05,9.49
INV-109652,2025-12-26,C-038,SKU-00040,1,257.00,85.67,Melbourne,R-26,42.55
INV-109653,2024-04-27,C-208,SKU-00052,10,834.00,86.20,Perth,R-24,1.89
INV-109654,2024-08-01,C-236,SKU-00015,9,332.00,86.22,Newcastle,R-17,35.60
INV-109655,2025-03-02,C-033,SKU-00010,1,27.00,76.66,Adelaide,R-02,35.49
INV-109656,2025-08-04,C-001,SKU-00055,6,703.00,82.14,Adelaide,R-18,13.08
INV-109657,2024-08-06,C-182,SKU-00035,1,571.00,79.90,Perth,R-08,34.97
INV-109658,2025-01-08,C-039,SKU-00035,22,571.00,88.44,Perth,R-24,8.60
INV-109659,2024-01-08,C-420,SKU-00058,14,513.00,82.04,Perth,R-05,41.26
INV-109660,2024-06-23,C-061,SKU-00029,8,291.00,83.17,Sydney,R-06,8.49
INV-109661,2024-05-04,C-335,SKU-00015,18,332.00,71.10,Brisbane,R-09,14.48
INV-109662,2024-12-18,C-236,SKU-00026,18,405.00,90.72,Newcastle,R-11,3.19
INV-109663,2024-01-19,C-136,SKU-00058,1,513.00,72.73,Sydney,R-25,1.70
INV-109664,2025-07-08,C-367,SKU-00040,6,257.00,73.20,Melbourne,R-19,8.66
INV-109665,2024-08-22,C-119,SKU-00005,3,643.00,83.37,Perth,R-17,36.84
INV-109666,2025-11-04,C-219,SKU-00039,11,204.00,70.95,Melbourne,R-08,31.25
INV-109667,2025-10-07,C-218,SKU-00011,16,62.00,81.28,Newcastle,R-26,19.86
INV-109668,2024-01-20,C-144,SKU-00037,13,831.00,87.23,Newcastle,R-15,19.94
INV-109669,2024-04-23,C-310,SKU-00041,11,612.00,73.04,Perth,R-24,21.38
INV-109670,2025-12-02,C-388,SKU-00014,3,632.00,72.12,Adelaide,R-18,39.16
INV-109671,2025-06-23,C-088,SKU-00036,17,224.00,75.14,Adelaide,R-17,7.40
INV-109672,2024-03-19,C-329,SKU-00025,21,345.00,80.01,Newcastle,R-28,33.13
INV-109673,2024-09-21,C-346,SKU-00007,15,284.00,80.55,Newcastle,R-02,19.56
INV-109674,2025-02-02,C-302,SKU-00023,20,115.00,74.40,Adelaide,R-17,37.72
INV-109675,2024-05-15,C-032,SKU-00022,8,477.00,77.36,Brisbane,R-11,33.28
INV-109676,2025-01-03,C-138,SKU-00055,3,703.00,81.54,Newcastle,R-04,14.21
INV-109677,2024-07-11,C-032,SKU-00050,22,201.00,77.00,Brisbane,R-17,12.63
INV-109678,2025-09-19,C-134,SKU-00015,8,332.00,75.20,Melbourne,R-23,42.21
INV-109679,2024-01-19,C-234,SKU-00017,16,69.00,85.60,Adelaide,R-15,10.27
INV-109680,2025-11-15,C-157,SKU-00026,6,405.00,71.32,Sydney,R-07,17.57
INV-109681,2024-08-08,C-260,SKU-00038,22,427.00,73.04,Sydney,R-22,30.11
INV-109682,2025-10-24,C-207,SKU-00045,3,841.00,89.46,Melbourne,R-23,21.62
INV-109683,2024-05-08,C-347,SKU-00036,13,224.00,84.89,Brisbane,R-19,30.96
INV-109684,2025-02-08,C-187,SKU-00050,19,201.00,73.15,Brisbane,R-20,6.09
INV-109685,2024-09-19,C-257,SKU-00011,14,62.00,88.90,Brisbane,R-10,3.25
INV-109686,2025-01-04,C-199,SKU-00003,17,237.00,77.69,Newcastle,R-17,13.10
INV-109687,2024-08-05,C-021,SKU-00019,13,357.00,80.86,Adelaide,R-25,5.48
INV-109688,2024-11-19,C-348,SKU-00046,9,711.00,74.70,Sydney,R-04,28.61
INV-109689,2025-03-03,C-230,SKU-00056,11,481.00,78.98,Melbourne,R-24,30.80
INV-109690,2024-11-07,C-183,SKU-00035,4,571.00,74.45,Perth,R-24,5.27
INV-109691,2024-01-16,C-012,SKU-00019,9,357.00,73.44,Melbourne,R-16,23.95
INV-109692,2025-02-07,C-374,SKU-00013,15,52.00,72.45,Newcastle,R-08,26.81
INV-109693,2025-02-27,C-381,SKU-00055,14,703.00,88.34,Perth,R-08,4.76
INV-109694,2025-11-24,C-005,SKU-00016,10,574.00,81.70,Brisbane,R-27,18.86
INV-109695,2025-06-15,C-042,SKU-00022,9,477.00,82.80,Sydney,R-17,4.45
INV-109696,2025-10-16,C-186,SKU-00032,4,60.00,77.96,Brisbane,R-27,31.45
INV-109697,2024-11-03,C-052,SKU-00047,11,371.00,90.64,Newcastle,R-09,34.86
INV-109698,2025-09-09,C-399,SKU-00024,3,208.00,79.74,Perth,R-08,14.82
INV-109699,2025-11-11,C-009,SKU-00011,23,62.00,78.43,Brisbane,R-25,19.55
INV-109700,2024-01-03,C-350,SKU-00027,4,107.00,77.61,Perth,R-24,11.78
INV-109701,2024-03-22,C-213,SKU-00021,16,453.00,72.80,Brisbane,R-13,30.76
INV-109702,2025-09-10,C-165,SKU-00012,16,822.00,84.16,Perth,R-11,0.97
INV-109703,2024-05-13,C-142,SKU-00033,13,111.00,87.10,Melbourne,R-10,0.19
INV-109704,2024-02-09,C-405,SKU-00057,4,143.00,78.60,Brisbane,R-17,31.24
INV-109705,2024-10-09,C-086,SKU-00020,24,702.00,74.40,Perth,R-04,36.13
INV-109706,2024-02-26,C-101,SKU-00019,18,357.00,78.48,Newcastle,R-09,33.87
INV-109707,2025-01-18,C-403,SKU-00034,14,214.00,74.90,Perth,R-05,17.26
INV-109708,2025-05-25,C-247,SKU-00007,2,284.00,76.48,Sydney,R-04,2.42
INV-109709,2024-09-08,C-239,SKU-00050,4,201.00,86.96,Perth,R-23,18.89
INV-109710,2024-03-06,C-075,SKU-00020,4,702.00,74.92,Brisbane,R-27,3.68
INV-109711,2024-11-13,C-082,SKU-00041,8,612.00,78.72,Melbourne,R-28,36.68
INV-109712,2025-08-01,C-034,SKU-00002,16,592.00,80.48,Sydney,R-06,7.26
INV-109713,2025-06-06,C-093,SKU-00036,14,224.00,71.54,Perth,R-24,4.35
INV-109714,2024-08-26,C-036,SKU-00017,5,69.00,86.30,Melbourne,R-15,23.46
INV-109715,2024-07-15,C-090,SKU-00032,1,60.00,75.13,Newcastle,R-25,42.85
INV-109716,2025-02-04,C-383,SKU-00015,16,332.00,80.16,Perth,R-13,15.32
INV-109717,2025-09-28,C-416,SKU-00018,4,268.00,75.28,Melbourne,R-11,29.78
INV-109718,2024-11-19,C-203,SKU-00034,19,214.00,86.26,Sydney,R-09,23.50
INV-109719,2025-01-12,C-001,SKU-00056,4,481.00,78.04,Adelaide,R-17,13.59
INV-109720,2024-12-04,C-016,SKU-00015,8,332.00,76.69,Brisbane,R-17,5.75
INV-109721,2024-08-10,C-157,SKU-00006,9,428.00,70.47,Sydney,R-04,4.27
INV-109722,2024-04-17,C-149,SKU-00042,19,292.00,72.01,Perth,R-23,17.41
INV-109723,2024-01-05,C-361,SKU-00022,24,477.00,71.76,Melbourne,R-05,40.69
INV-109724,2025-07-07,C-085,SKU-00003,4,237.00,77.36,Newcastle,R-11,2.68
INV-109725,2025-12-09,C-335,SKU-00037,4,831.00,78.00,Brisbane,R-25,34.61
INV-109726,2024-09-25,C-096,SKU-00002,10,592.00,75.20,Melbourne,R-08,6.72
INV-109727,2024-01-27,C-010,SKU-00025,7,345.00,89.46,Perth,R-04,20.18
INV-109728,2025-01-04,C-223,SKU-00031,19,336.00,78.47,Sydney,R-11,3.67
INV-109729,2025-01-27,C-285,SKU-00018,20,268.00,74.40,Melbourne,R-13,6.40
INV-109730,2025-09-09,C-355,SKU-00043,1,320.00,73.45,Newcastle,R-14,20.09
INV-109731,2025-08-17,C-405,SKU-00029,9,291.00,71.46,Brisbane,R-23,38.46
INV-109732,2025-08-25,C-193,SKU-00039,15,204.00,85.65,Brisbane,R-08,1.53
INV-109733,2025-11-17,C-045,SKU-00008,13,232.00,78.00,Newcastle,R-08,34.54
INV-109734,2024-10-15,C-410,SKU-00042,20,292.00,77.40,Brisbane,R-15,43.43
INV-109735,2024-06-23,C-138,SKU-00041,15,612.00,89.55,Newcastle,R-12,4.55
INV-109736,2025-07-03,C-411,SKU-00030,2,439.00,74.42,Perth,R-02,9.28
INV-109737,2025-04-04,C-400,SKU-00026,12,405.00,83.16,Newcastle,R-09,19.57
INV-109738,2024-07-08,C-220,SKU-00004,2,340.00,82.38,Adelaide,R-01,14.85
INV-109739,2025-01-17,C-015,SKU-00012,15,822.00,71.10,Sydney,R-05,5.07
INV-109740,2024-12-25,C-283,SKU-00001,15,569.00,72.59,Brisbane,R-11,6.31
INV-109741,2025-02-10,C-002,SKU-00050,7,201.00,82.25,Perth,R-14,9.02
INV-109742,2024-04-21,C-351,SKU-00011,24,62.00,74.64,Adelaide,R-12,20.17
INV-109743,2024-01-10,C-410,SKU-00007,8,284.00,83.76,Brisbane,R-24,37.61
INV-109744,2024-04-16,C-257,SKU-00015,24,332.00,73.20,Brisbane,R-14,31.13
INV-109745,2024-11-26,C-322,SKU-00041,9,612.00,70.56,Brisbane,R-07,19.84
INV-109746,2025-10-11,C-124,SKU-00026,7,405.00,80.85,Adelaide,R-13,42.86
INV-109747,2024-04-19,C-287,SKU-00055,8,703.00,77.76,Melbourne,R-19,42.50
INV-109748,2025-07-16,C-114,SKU-00053,7,589.00,90.79,Sydney,R-05,16.50
INV-109749,2024-09-21,C-350,SKU-00054,4,714.00,77.48,Perth,R-05,35.36
INV-109750,2025-11-03,C-264,SKU-00054,23,714.00,72.16,Brisbane,R-24,5.40
INV-109751,2025-09-19,C-419,SKU-00009,17,761.00,74.63,Brisbane,R-25,5.79
INV-109752,2024-08-09,C-047,SKU-00017,12,69.00,90.84,Perth,R-16,42.73
INV-109753,2025-06-17,C-374,SKU-00053,3,589.00,80.43,Newcastle,R-07,34.02
INV-109754,2024-06-11,C-298,SKU-00018,9,268.00,83.43,Perth,R-25,20.68
INV-109755,2024-08-05,C-071,SKU-00038,4,427.00,85.44,Brisbane,R-16,1.50
INV-109756,2024-01-10,C-221,SKU-00036,10,224.00,80.70,Newcastle,R-24,28.26
INV-109757,2024-10-18,C-027,SKU-00015,17,332.00,75.65,Brisbane,R-01,16.02
INV-109758,2024-07-10,C-006,SKU-00016,17,574.00,83.81,Sydney,R-04,35.43
INV-109759,2025-06-18,C-199,SKU-00039,12,204.00,90.12,Newcastle,R-19,10.22
INV-109760,2024-11-27,C-080,SKU-00047,15,371.00,77.56,Newcastle,R-28,9.00
INV-109761,2025-06-09,C-122,SKU-00044,11,183.00,71.83,Brisbane,R-18,21.52
INV-109762,2024-06-17,C-378,SKU-00048,17,553.00,77.52,Melbourne,R-13,40.75
INV-109763,2024-10-24,C-138,SKU-00041,18,612.00,75.24,Newcastle,R-18,37.36
INV-109764,2025-07-06,C-012,SKU-00044,16,183.00,79.36,Melbourne,R-07,42.35
INV-109765,2025-09-04,C-072,SKU-00035,10,571.00,85.80,Perth,R-16,31.20
INV-109766,2024-11-19,C-324,SKU-00028,10,722.00,81.60,Newcastle,R-28,27.97
INV-109767,2025-07-10,C-236,SKU-00038,4,427.00,70.56,Newcastle,R-21,28.50
INV-109768,2025-04-22,C-078,SKU-00042,23,292.00,87.86,Newcastle,R-18,40.16
INV-109769,2025-10-03,C-027,SKU-00019,20,357.00,73.00,Brisbane,R-09,31.49
INV-109770,2024-02-13,C-256,SKU-00028,20,722.00,70.10,Sydney,R-07,25.88
INV-109771,2025-06-01,C-250,SKU-00016,16,574.00,76.80,Perth,R-01,26.12
INV-109772,2025-09-17,C-207,SKU-00041,16,612.00,82.40,Melbourne,R-20,6.84
INV-109773,2024-03-10,C-295,SKU-00012,9,822.00,90.27,Perth,R-28,20.87
INV-109774,2025-05-11,C-067,SKU-00045,16,841.00,84.48,Adelaide,R-16,34.93
INV-109775,2025-05-20,C-232,SKU-00036,9,224.00,72.90,Perth,R-10,1.21
INV-109776,2024-02-08,C-402,SKU-00008,10,232.00,77.80,Melbourne,R-05,21.99
INV-109777,2025-11-23,C-225,SKU-00027,16,107.00,81.76,Perth,R-28,42.93
INV-109778,2024-01-08,C-138,SKU-00014,10,632.00,81.50,Newcastle,R-01,6.06
INV-109779,2024-08-07,C-167,SKU-00055,2,703.00,73.22,Sydney,R-03,31.53
INV-109780,2025-11-05,C-417,SKU-00043,5,320.00,77.19,Perth,R-27,29.08
INV-109781,2024-07-08,C-285,SKU-00002,10,592.00,85.10,Melbourne,R-03,16.20
INV-109782,2025-01-11,C-083,SKU-00056,7,481.00,82.18,Adelaide,R-04,33.54
INV-109783,2024-08-15,C-003,SKU-00006,12,428.00,82.68,Newcastle,R-27,35.68
INV-109784,2024-03-16,C-130,SKU-00005,2,643.00,74.64,Sydney,R-06,25.86
INV-109785,2025-01-20,C-397,SKU-00006,9,428.00,72.18,Melbourne,R-25,30.96
INV-109786,2025-03-06,C-080,SKU-00042,1,292.00,90.72,Newcastle,R-19,22.77
INV-109787,2025-06-22,C-345,SKU-00008,21,232.00,84.21,Sydney,R-08,31.32
INV-109788,2024-08-14,C-022,SKU-00013,12,52.00,90.60,Adelaide,R-11,1.83
INV-109789,2024-09-18,C-418,SKU-00052,13,834.00,90.22,Brisbane,R-07,17.49
INV-109790,2025-05-07,C-069,SKU-00010,7,27.00,79.66,Sydney,R-02,42.58
INV-109791,2025-04-26,C-125,SKU-00021,11,453.00,84.37,Brisbane,R-06,20.30
INV-109792,2024-02-27,C-027,SKU-00011,3,62.00,75.57,Brisbane,R-25,4.24
INV-109793,2025-09-28,C-217,SKU-00048,24,553.00,78.48,Newcastle,R-25,2.41
INV-109794,2024-10-09,C-375,SKU-00045,23,841.00,84.41,Newcastle,R-19,15.36
INV-109795,2025-07-21,C-386,SKU-00049,3,840.00,73.05,Brisbane,R-16,7.72
INV-109796,2025-06-12,C-045,SKU-00005,24,643.00,79.20,Newcastle,R-08,26.05
INV-109797,2024-04-06,C-384,SKU-00021,20,453.00,73.40,Perth,R-13,44.00
INV-109798,2025-12-12,C-201,SKU-00018,12,268.00,82.92,Perth,R-02,31.83
INV-109799,2024-01-04,C-417,SKU-00046,5,711.00,70.40,Perth,R-11,3.93
INV-109800,2025-12-22,C-079,SKU-00027,19,107.00,64.68,Newcastle,R-19,20.89
INV-109801,2025-09-03,C-283,SKU-00038,5,427.00,85.20,Brisbane,R-13,5.68
INV-109802,2025-03-28,C-250,SKU-00025,20,345.00,72.40,Perth,R-19,6.94
INV-109803,2024-02-09,C-029,SKU-00005,24,643.00,74.40,Adelaide,R-19,1.67
INV-109804,2024-08-10,C-383,SKU-00037,19,831.00,79.23,Perth,R-14,3.24
INV-109805,2024-03-22,C-077,SKU-00048,8,553.00,83.04,Adelaide,R-19,6.72
INV-109806,2025-06-21,C-066,SKU-00011,18,62.00,77.04,Adelaide,R-24,11.82
INV-109807,2024-07-05,C-041,SKU-00024,19,208.00,76.00,Adelaide,R-10,10.06
INV-109808,2024-12-25,C-008,SKU-00031,3,336.00,71.19,Newcastle,R-22,30.16
INV-109809,2024-12-23,C-137,SKU-00027,3,107.00,84.27,Perth,R-17,11.51
INV-109810,2024-04-13,C-021,SKU-00017,19,69.00,74.46,Adelaide,R-14,42.18
INV-109811,2025-09-28,C-413,SKU-00027,12,107.00,79.92,Newcastle,R-17,20.31
INV-109812,2025-04-01,C-391,SKU-00056,24,481.00,79.20,Sydney,R-07,23.35
INV-109813,2024-03-11,C-361,SKU-00017,13,69.00,78.26,Melbourne,R-07,6.26
INV-109814,2025-07-08,C-043,SKU-00021,9,453.00,90.45,Brisbane,R-22,1.66
INV-109815,2025-03-05,C-196,SKU-00014,5,632.00,79.00,Adelaide,R-08,16.99
INV-109816,2024-06-16,C-051,SKU-00036,16,224.00,80.80,Newcastle,R-07,19.10
INV-109817,2025-12-02,C-053,SKU-00014,2,632.00,87.24,Perth,R-16,6.31
INV-109818,2025-06-10,C-066,SKU-00010,3,27.00,84.48,Adelaide,R-08,41.29
INV-109819,2024-07-14,C-193,SKU-00053,19,589.00,86.26,Brisbane,R-06,33.08
INV-109820,2024-12-09,C-041,SKU-00026,3,405.00,71.79,Adelaide,R-18,39.39
INV-109821,2024-12-09,C-084,SKU-00041,16,612.00,77.60,Perth,R-21,7.53
INV-109822,2025-02-05,C-282,SKU-00014,6,632.00,71.82,Adelaide,R-08,14.13
INV-109823,2024-04-10,C-328,SKU-00027,20,107.00,88.80,Newcastle,R-05,11.21
INV-109824,2025-11-28,C-277,SKU-00016,21,574.00,76.65,Newcastle,R-10,32.41
INV-109825,2025-03-01,C-328,SKU-00056,10,481.00,82.50,Newcastle,R-06,19.90
INV-109826,2024-07-02,C-007,SKU-00036,23,224.00,72.91,Adelaide,R-07,40.76
INV-109827,2024-07-15,C-159,SKU-00014,8,632.00,75.36,Melbourne,R-05,5.44
INV-109828,2025-03-13,C-123,SKU-00008,12,232.00,81.12,Brisbane,R-20,33.70
INV-109829,2024-02-26,C-391,SKU-00031,14,336.00,85.82,Sydney,R-18,19.10
INV-109830,2025-12-19,C-413,SKU-00052,10,834.00,65.87,Newcastle,R-17,26.17
INV-109831,2025-07-27,C-348,SKU-00003,24,237.00,72.72,Sydney,R-20,16.88
INV-109832,2025-06-24,C-027,SKU-00052,23,834.00,90.39,Brisbane,R-12,22.33
INV-109833,2024-04-04,C-064,SKU-00040,3,257.00,78.42,Newcastle,R-11,22.61
INV-109834,2025-01-19,C-279,SKU-00048,22,553.00,84.48,Sydney,R-15,14.39
INV-109835,2024-01-12,C-158,SKU-00028,2,722.00,88.10,Melbourne,R-22,41.71
INV-109836,2024-09-11,C-301,SKU-00005,22,643.00,79.20,Melbourne,R-25,19.61
INV-109837,2025-08-17,C-408,SKU-00022,9,477.00,71.64,Brisbane,R-26,34.05
INV-109838,2024-12-26,C-271,SKU-00006,18,428.00,86.40,Brisbane,R-16,44.13
INV-109839,2024-02-11,C-388,SKU-00027,9,107.00,71.46,Adelaide,R-25,31.45
INV-109840,2025-04-05,C-277,SKU-00019,23,357.00,65.38,Newcastle,R-13,11.95
INV-109841,2025-07-03,C-073,SKU-00001,2,569.00,81.16,Melbourne,R-06,41.81
INV-109842,2025-06-01,C-090,SKU-00055,13,703.00,85.67,Newcastle,R-07,27.97
INV-109843,2024-02-13,C-322,SKU-00055,5,703.00,75.75,Brisbane,R-13,13.13
INV-109844,2024-11-05,C-285,SKU-00012,1,822.00,81.79,Melbourne,R-12,9.76
INV-109845,2024-12-11,C-295,SKU-00035,7,571.00,78.82,Perth,R-25,2.87
INV-109846,2024-03-18,C-039,SKU-00016,24,574.00,90.24,Perth,R-15,19.67
INV-109847,2024-02-11,C-189,SKU-00030,4,439.00,77.68,Brisbane,R-19,1.03
INV-109848,2025-09-11,C-124,SKU-00040,15,257.00,80.40,Adelaide,R-20,23.00
INV-109849,2024-06-17,C-340,SKU-00027,2,107.00,81.88,Newcastle,R-03,14.72
INV-109850,2025-09-03,C-213,SKU-00057,9,143.00,66.99,Brisbane,R-28,13.07
INV-109851,2025-09-01,C-011,SKU-00036,2,224.00,79.02,Melbourne,R-26,21.00
INV-109852,2024-09-15,C-368,SKU-00005,9,643.00,71.28,Sydney,R-13,41.89
INV-109853,2024-05-24,C-407,SKU-00026,10,405.00,77.10,Adelaide,R-04,29.28
INV-109854,2025-07-01,C-084,SKU-00028,14,722.00,80.22,Perth,R-20,27.44
INV-109855,2024-09-02,C-029,SKU-00052,24,834.00,84.96,Adelaide,R-07,15.88
INV-109856,2024-03-02,C-089,SKU-00057,8,143.00,79.84,Sydney,R-12,20.25
INV-109857,2024-03-22,C-056,SKU-00010,15,27.00,82.65,Adelaide,R-01,15.85
INV-109858,2024-03-05,C-378,SKU-00025,11,345.00,74.25,Melbourne,R-21,4.62
INV-109859,2024-11-25,C-410,SKU-00015,9,332.00,77.76,Brisbane,R-21,25.42
INV-109860,2024-02-25,C-410,SKU-00053,24,589.00,74.19,Brisbane,R-23,21.30
INV-109861,2024-11-20,C-108,SKU-00038,15,427.00,82.80,Perth,R-07,41.55
INV-109862,2024-07-17,C-038,SKU-00014,14,632.00,84.42,Melbourne,R-16,27.15
INV-109863,2024-06-02,C-333,SKU-00039,17,204.00,89.93,Melbourne,R-27,36.34
INV-109864,2024-03-25,C-194,SKU-00056,4,481.00,83.28,Brisbane,R-20,22.99
INV-109865,2024-03-24,C-286,SKU-00044,3,183.00,89.28,Brisbane,R-20,10.39
INV-109866,2024-10-23,C-188,SKU-00049,17,840.00,70.21,Perth,R-16,6.58
INV-109867,2024-04-26,C-104,SKU-00044,9,183.00,85.95,Melbourne,R-18,38.42
INV-109868,2025-11-10,C-247,SKU-00017,16,69.00,84.64,Sydney,R-23,7.89
INV-109869,2024-09-07,C-083,SKU-00041,22,612.00,80.74,Adelaide,R-07,31.92
INV-109870,2024-06-01,C-197,SKU-00001,15,569.00,69.41,Melbourne,R-18,25.25
INV-109871,2024-01-23,C-152,SKU-00028,5,722.00,74.95,Melbourne,R-05,39.97
INV-109872,2025-12-05,C-345,SKU-00021,1,453.00,75.90,Sydney,R-26,24.77
INV-109873,2024-08-22,C-150,SKU-00011,1,62.00,87.19,Brisbane,R-11,2.40
INV-109874,2024-05-14,C-131,SKU-00057,4,143.00,84.76,Adelaide,R-18,16.70
INV-109875,2024-10-22,C-062,SKU-00044,14,183.00,77.98,Perth,R-08,2.37
INV-109876,2024-04-22,C-094,SKU-00042,11,292.00,76.67,Adelaide,R-15,36.10
INV-109877,2025-06-21,C-005,SKU-00045,1,841.00,73.52,Brisbane,R-02,12.08
INV-109878,2024-08-15,C-359,SKU-00038,14,427.00,78.68,Sydney,R-09,0.86
INV-109879,2024-07-12,C-160,SKU-00053,13,589.00,89.83,Melbourne,R-15,18.28
INV-109880,2024-05-01,C-223,SKU-00007,11,284.00,72.66,Sydney,R-14,22.01
INV-109881,2024-05-14,C-400,SKU-00019,4,357.00,72.56,Newcastle,R-16,34.32
INV-109882,2024-09-15,C-195,SKU-00004,5,340.00,88.70,Melbourne,R-27,33.31
INV-109883,2024-02-28,C-001,SKU-00003,20,237.00,71.00,Adelaide,R-19,9.13
INV-109884,2024-01-19,C-272,SKU-00040,5,257.00,82.15,Adelaide,R-19,14.26
INV-109885,2025-02-09,C-383,SKU-00031,16,336.00,76.32,Perth,R-08,27.58
INV-109886,2025-05-02,C-210,SKU-00054,24,714.00,87.36,Adelaide,R-14,5.18
INV-109887,2024-02-19,C-265,SKU-00049,24,840.00,85.92,Perth,R-09,40.54
INV-109888,2025-10-04,C-314,SKU-00015,6,332.00,77.34,Newcastle,R-22,0.33
INV-109889,2025-03-09,C-037,SKU-00005,16,643.00,90.40,Adelaide,R-03,32.62
INV-109890,2025-01-19,C-048,SKU-00023,1,115.00,83.36,Newcastle,R-14,40.63
INV-109891,2024-11-18,C-121,SKU-00046,24,711.00,84.24,Newcastle,R-12,13.53
INV-109892,2024-05-13,C-155,SKU-00001,9,569.00,80.10,Perth,R-05,25.40
INV-109893,2024-04-23,C-386,SKU-00050,13,201.00,83.98,Brisbane,R-11,39.33
INV-109894,2025-07-15,C-394,SKU-00033,11,111.00,80.74,Adelaide,R-03,4.65
INV-109895,2025-01-06,C-291,SKU-00030,15,439.00,78.00,Melbourne,R-14,27.04
INV-109896,2024-08-11,C-052,SKU-00029,13,291.00,87.88,Newcastle,R-08,23.16
INV-109897,2024-10-18,C-134,SKU-00021,18,453.00,75.78,Melbourne,R-07,38.78
INV-109898,2024-12-09,C-321,SKU-00015,5,332.00,77.90,Sydney,R-20,42.53
INV-109899,2025-04-26,C-385,SKU-00055,18,703.00,76.32,Sydney,R-13,20.34
INV-109900,2025-10-11,C-103,SKU-00034,4,214.00,74.63,Sydney,R-18,4.29
INV-109901,2025-05-09,C-134,SKU-00016,6,574.00,70.44,Melbourne,R-10,34.75
INV-109902,2024-09-21,C-225,SKU-00001,22,569.00,87.12,Perth,R-23,10.73
INV-109903,2025-03-24,C-236,SKU-00052,18,834.00,73.08,Newcastle,R-10,38.70
INV-109904,2025-05-21,C-232,SKU-00055,13,703.00,75.01,Perth,R-07,34.35
INV-109905,2024-06-11,C-147,SKU-00040,17,257.00,83.98,Sydney,R-17,11.77
INV-109906,2024-05-28,C-093,SKU-00021,15,453.00,75.30,Perth,R-08,4.18
INV-109907,2025-06-28,C-122,SKU-00018,4,268.00,90.60,Brisbane,R-12,0.84
INV-109908,2024-12-15,C-419,SKU-00058,5,513.00,87.10,Brisbane,R-18,5.10
INV-109909,2025-06-21,C-417,SKU-00048,9,553.00,73.08,Perth,R-17,22.97
INV-109910,2025-03-10,C-043,SKU-00003,12,237.00,70.10,Brisbane,R-22,34.10
INV-109911,2024-09-07,C-031,SKU-00025,15,345.00,90.90,Newcastle,R-24,33.64
INV-109912,2024-04-06,C-178,SKU-00019,14,357.00,76.72,Newcastle,R-16,3.24
INV-109913,2025-10-06,C-403,SKU-00037,17,831.00,77.01,Perth,R-05,40.43
INV-109914,2025-12-26,C-171,SKU-00052,6,834.00,84.54,Sydney,R-28,1.74
INV-109915,2025-07-09,C-302,SKU-00014,24,632.00,80.16,Adelaide,R-20,44.28
INV-109916,2025-12-03,C-335,SKU-00046,10,711.00,76.90,Brisbane,R-16,43.70
INV-109917,2024-08-19,C-057,SKU-00006,10,428.00,73.50,Sydney,R-12,15.63
INV-109918,2025-07-05,C-184,SKU-00011,9,62.00,74.97,Brisbane,R-01,2.37
INV-109919,2025-01-23,C-152,SKU-00012,22,822.00,83.60,Melbourne,R-02,37.56
INV-109920,2025-06-20,C-088,SKU-00004,3,340.00,66.35,Adelaide,R-20,24.81
INV-109921,2024-06-26,C-264,SKU-00041,5,612.00,85.75,Brisbane,R-12,32.46
INV-109922,2025-04-22,C-132,SKU-00050,12,201.00,87.24,Newcastle,R-10,16.71
INV-109923,2025-01-06,C-004,SKU-00049,21,840.00,79.38,Perth,R-19,0.91
INV-109924,2024-11-15,C-287,SKU-00042,10,292.00,80.70,Melbourne,R-05,17.55
INV-109925,2025-02-07,C-065,SKU-00009,15,761.00,89.85,Adelaide,R-15,39.45
INV-109926,2025-09-07,C-337,SKU-00003,9,237.00,87.75,Sydney,R-28,41.57
INV-109927,2025-04-11,C-340,SKU-00024,5,208.00,77.30,Newcastle,R-01,40.38
INV-109928,2025-08-20,C-051,SKU-00044,16,183.00,82.24,Newcastle,R-15,30.15
INV-109929,2025-09-22,C-189,SKU-00050,18,201.00,71.64,Brisbane,R-01,39.18
INV-109930,2025-10-23,C-389,SKU-00010,3,27.00,76.45,Perth,R-02,41.53
INV-109931,2024-11-01,C-096,SKU-00027,9,107.00,81.63,Melbourne,R-12,2.98
INV-109932,2025-08-25,C-355,SKU-00027,22,107.00,72.60,Newcastle,R-15,1.94
